          RA           DEC             R062             Z087 
 00.49.13.14  +40.18.09.42       28.5237569       29.9058805 
 00.49.15.52  +40.17.34.44       28.9996242       29.9795785 
 00.49.16.13  +40.17.25.48       28.7384025       29.7835735 
 00.49.08.01  +40.19.24.48       29.0742546       30.1629034 
 00.49.05.79  +40.19.56.87       29.6071959       30.2719364 
 00.49.14.89  +40.17.43.55       27.3901068       28.5222333 
 00.49.15.88  +40.17.29.03       28.1613285       29.2282384 
 00.49.09.68  +40.18.59.92       28.4981611       29.4672461 
 00.49.06.58  +40.19.45.21       29.1252199       30.5182130 
 00.49.10.58  +40.18.46.55       29.1559742       29.8859314 
 00.49.13.76  +40.17.59.98       24.6201220       25.3066014 
 00.49.12.88  +40.18.12.73       28.3337720       29.2702486 
 00.49.15.41  +40.17.35.77       28.3125654       28.8686116 
 00.49.06.72  +40.19.43.00       29.1615699       30.3045658 
 00.49.09.01  +40.19.09.42       29.0403481       30.2485607 
 00.49.14.96  +40.17.42.30       28.6259438       30.2471952 
 00.49.09.92  +40.18.56.11       28.2896242       29.2695785 
 00.49.11.00  +40.18.40.27       29.1303633       29.8929288 
 00.49.07.47  +40.19.31.85       29.2081611       30.1772461 
 00.49.07.50  +40.19.31.42       29.0879198       29.9809187 
 00.49.09.81  +40.18.57.68       29.4139982       30.8722079 
 00.49.12.91  +40.18.12.24       27.8996242       28.8795785 
 00.49.09.08  +40.19.08.14       28.4879047       29.8265506 
 00.49.13.62  +40.18.01.68       29.2093677       30.5588831 
 00.49.09.76  +40.18.58.17       29.8418263       30.6152613 
 00.49.05.80  +40.19.56.01       29.5615850       30.2589339 
 00.49.06.78  +40.19.41.70       29.7818415       30.1096294 
 00.49.14.83  +40.17.43.90       28.2549937       29.1262537 
 00.49.16.55  +40.17.18.50       26.7788851       27.9762283 
 00.49.08.59  +40.19.15.18       29.0154764       30.0389085 
 00.49.09.27  +40.19.05.19       28.6622938       30.0335480 
 00.49.11.56  +40.18.31.69       28.5618263       29.3352613 
 00.49.12.26  +40.18.21.34       28.6620525       29.9572206 
 00.49.12.74  +40.18.14.26       25.6764568       26.5585862 
 00.49.13.39  +40.18.04.81       28.7544960       29.9192308 
 00.49.06.11  +40.19.51.34       29.3986438       30.5199009 
 00.49.06.32  +40.19.48.23       29.2159742       29.9459314 
 00.49.11.45  +40.18.33.10       28.8501068       29.9822333 
 00.49.07.30  +40.19.33.88       28.4269243       29.9068729 
 00.49.09.30  +40.19.04.50       29.3496242       30.3295785 
 00.49.11.98  +40.18.25.28       27.6625503       28.6642435 
 00.49.15.24  +40.17.37.47       28.6796242       29.6595785 
 00.49.14.73  +40.17.44.83       28.7205894       30.0048881 
 00.49.14.34  +40.17.50.51       28.6588851       29.8562283 
 00.49.09.67  +40.18.58.85       29.1798655       30.2359059 
 00.49.05.78  +40.19.55.80       28.6269394       29.6612410 
 00.49.08.11  +40.19.21.68       28.9108459       29.8255836 
 00.49.09.60  +40.18.59.77       29.9476634       31.2102232 
 00.49.10.35  +40.18.48.82       27.9713285       29.0382384 
 00.49.13.04  +40.18.09.34       29.8120525       31.1072206 
 00.49.15.29  +40.17.36.28       28.9159590       30.0915633 
 00.49.16.32  +40.17.21.22       29.4942546       30.5829034 
 00.49.13.46  +40.18.03.13       28.1154764       29.1389085 
 00.49.07.20  +40.19.34.66       29.1605894       30.4448881 
 00.49.07.97  +40.19.23.50       29.4030329       30.5568983 
 00.49.09.92  +40.18.54.93       28.3008459       29.2155836 
 00.49.13.36  +40.18.04.45       29.2998655       30.3559059 
 00.49.06.36  +40.19.47.05       28.1701068       29.3022333 
 00.49.16.27  +40.17.21.82       28.3347373       29.5755582 
 00.49.06.76  +40.19.41.10       29.4727916       30.5505709 
 00.49.06.85  +40.19.39.73       29.5925503       30.5942435 
 00.49.13.59  +40.18.01.01       28.3452199       29.7382130 
 00.49.15.45  +40.17.33.82       28.3896242       29.3695785 
 00.49.06.26  +40.19.48.29       28.6730329       29.8268983 
 00.49.06.62  +40.19.43.06       29.4113437       30.0326065 
 00.49.14.53  +40.17.47.24       29.1225503       30.1242435 
 00.49.15.67  +40.17.30.43       28.1415699       29.2845658 
 00.49.05.67  +40.19.56.95       28.5103481       29.7185607 
 00.49.11.04  +40.18.38.29       27.1181460       28.5328780 
 00.49.12.58  +40.18.15.72       29.3101220       29.9966014 
 00.49.16.25  +40.17.22.00       28.7142546       29.8029034 
 00.49.08.85  +40.19.10.38       28.1727916       29.2505709 
 00.49.09.31  +40.19.03.55       28.7957177       29.8952359 
 00.49.10.53  +40.18.45.61       29.4198655       30.4759059 
 00.49.10.95  +40.18.39.53       28.2293829       29.1332511 
 00.49.12.62  +40.18.15.09       29.0849937       29.9562537 
 00.49.10.78  +40.18.41.92       28.6632742       29.8932257 
 00.49.13.75  +40.17.58.43       29.5320525       30.8272206 
 00.49.07.34  +40.19.32.33       29.0386589       29.7142689 
 00.49.12.73  +40.18.13.37       28.7676634       30.0302232 
 00.49.13.72  +40.17.58.86       28.6069394       29.6412410 
 00.49.11.06  +40.18.37.78       28.7981611       29.7672461 
 00.49.12.00  +40.18.24.00       29.0230329       30.1768983 
 00.49.13.53  +40.18.01.47       28.1444960       29.3092308 
 00.49.13.79  +40.17.57.82       28.9105743       30.6405201 
 00.49.09.47  +40.19.00.94       26.7766981       27.7349136 
 00.49.10.96  +40.18.39.17       28.1308459       29.0455836 
 00.49.16.26  +40.17.21.46       26.0697151       24.3757870 
 00.49.09.97  +40.18.53.55       28.8693829       29.7732511 
 00.49.15.37  +40.17.34.45       28.9144960       30.0792308 
 00.49.05.75  +40.19.55.37       29.3613285       30.4282384 
 00.49.08.41  +40.19.16.40       27.0203633       27.7829288 
 00.49.12.12  +40.18.22.00       28.2484025       29.2935735 
 00.49.11.61  +40.18.29.48       29.3164568       30.1985862 
 00.49.14.52  +40.17.46.89       28.7837720       29.7202486 
 00.49.15.43  +40.17.33.42       29.2023090       30.1279161 
 00.49.15.19  +40.17.36.95       29.1284025       30.1735735 
 00.49.16.42  +40.17.18.94       28.6206046       29.4592562 
 00.49.09.71  +40.18.57.19       27.7872414       27.1150407 
 00.49.10.88  +40.18.40.06       29.5293829       30.4332511 
 00.49.13.10  +40.18.07.48       28.5684025       29.6135735 
 00.49.08.60  +40.19.13.33       28.9905894       30.2748881 
 00.49.11.50  +40.18.30.84       27.0706046       27.9092562 
 00.49.12.20  +40.18.20.68       28.0771807       29.1875684 
 00.49.07.72  +40.19.26.29       29.3498655       30.4059059 
 00.49.14.01  +40.17.54.02       28.9437720       29.8802486 
 00.49.06.35  +40.19.46.19       30.6045263       30.8779669 
 00.49.06.47  +40.19.44.44       28.4342546       29.5229034 
 00.49.09.90  +40.18.54.27       28.5637720       29.5002486 
 00.49.10.34  +40.18.47.72       27.9984025       29.0435735 
 00.49.13.55  +40.18.00.60       28.3169394       29.3512410 
 00.49.12.78  +40.18.11.93       27.3849937       28.2562537 
 00.49.08.75  +40.19.10.80       25.0723090       25.9979161 
 00.49.07.24  +40.19.32.88       28.2230329       29.3768983 
 00.49.13.91  +40.17.55.29       28.2427916       29.3205709 
 00.49.08.02  +40.19.21.49       29.1530329       30.3068983 
 00.49.11.80  +40.18.26.04       28.9069394       29.9412410 
 00.49.13.51  +40.18.00.94       28.0998655       29.1559059 
 00.49.10.51  +40.18.44.95       28.7318263       29.5052613 
 00.49.14.55  +40.17.45.69       29.8425503       30.8442435 
 00.49.06.48  +40.19.43.81       29.3864568       30.2685862 
 00.49.16.33  +40.17.19.45       28.8137569       30.1958805 
 00.49.07.24  +40.19.32.64       28.9671807       30.0775684 
 00.49.10.11  +40.18.50.55       27.8901068       29.0222333 
 00.49.13.02  +40.18.07.88       26.4749937       27.3462537 
 00.49.14.96  +40.17.39.49       29.3296242       30.3095785 
 00.49.07.94  +40.19.22.22       28.6852351       29.6325811 
 00.49.08.15  +40.19.19.12       28.4225503       29.4242435 
 00.49.08.05  +40.19.20.62       29.0623090       29.9879161 
 00.49.13.69  +40.17.57.87       28.7818263       29.5552613 
 00.49.14.88  +40.17.40.42       29.0081611       29.9772461 
 00.49.08.61  +40.19.12.29       27.5835307       28.4439212 
 00.49.11.51  +40.18.29.78       28.7591416       29.5869237 
 00.49.09.66  +40.18.56.81       29.2252351       30.1725811 
 00.49.10.90  +40.18.38.65       28.2327916       29.3105709 
 00.49.11.57  +40.18.28.80       28.3371807       29.4475684 
 00.49.10.38  +40.18.46.28       28.3274220       29.5138958 
 00.49.11.43  +40.18.30.82       28.1713285       29.2382384 
 00.49.06.86  +40.19.37.78       29.4820676       30.3315887 
 00.49.14.46  +40.17.46.51       29.2352351       30.1825811 
 00.49.08.76  +40.19.09.85       29.3064265       31.0798500 
 00.49.12.78  +40.18.10.92       28.0513285       29.1182384 
 00.49.06.15  +40.19.48.07       22.9330632       23.1956345 
 00.49.06.39  +40.19.44.52       29.3157177       30.4152359 
 00.49.08.96  +40.19.06.85       29.2606198       29.6536243 
 00.49.13.91  +40.17.54.35       29.0869394       30.1212410 
 00.49.15.07  +40.17.37.33       28.6708308       30.0312156 
 00.49.08.37  +40.19.15.49       29.0906046       29.9292562 
 00.49.11.18  +40.18.34.29       29.1096242       30.0895785 
 00.49.06.75  +40.19.39.11       28.7362155       29.5422588 
 00.49.07.18  +40.19.32.81       29.3476785       30.1645912 
 00.49.09.08  +40.19.04.93       26.0715850       26.7689339 
 00.49.12.31  +40.18.17.64       29.0120525       30.3072206 
 00.49.15.00  +40.17.38.23       29.0079198       29.9009187 
 00.49.15.56  +40.17.29.99       28.8198655       29.8759059 
 00.49.13.07  +40.18.06.47       29.7898807       30.4002740 
 00.49.15.67  +40.17.28.45       28.8140133       29.8265760 
 00.49.08.15  +40.19.18.50       29.4286438       30.5499009 
 00.49.10.70  +40.18.41.10       28.7720676       29.6215887 
 00.49.13.03  +40.18.06.98       28.1954764       29.2189085 
 00.49.14.06  +40.17.51.89       24.7364568       25.6185862 
 00.49.15.46  +40.17.31.34       29.8161852       31.5135226 
 00.49.16.09  +40.17.22.09       28.4810872       29.4719110 
 00.49.09.31  +40.19.01.35       28.1247373       29.3655582 
 00.49.12.15  +40.18.19.77       28.9557177       30.0552359 
 00.49.15.76  +40.17.26.88       28.7437720       29.6802486 
 00.49.15.86  +40.17.25.44       28.9866981       29.9449136 
 00.49.14.57  +40.17.44.25       21.9465023       21.4916904 
 00.49.06.63  +40.19.40.52       28.5527916       29.6305709 
 00.49.14.56  +40.17.44.32       22.3989457       21.8137005 
 00.49.09.90  +40.18.52.61       28.4988851       29.6962283 
 00.49.11.04  +40.18.35.97       28.6535307       29.5139212 
 00.49.11.09  +40.18.35.11       29.4515850       30.1489339 
 00.49.11.25  +40.18.32.80       28.3244960       29.4892308 
 00.49.06.89  +40.19.36.64       29.0596090       30.4852105 
 00.49.08.79  +40.19.08.80       29.4660045       29.3046675 
 00.49.11.35  +40.18.31.33       28.9993829       29.9032511 
 00.49.12.83  +40.18.09.57       28.2196242       29.1995785 
 00.49.15.01  +40.17.37.59       28.8969243       30.3768729 
 00.49.16.49  +40.17.15.97       28.5586438       29.6799009 
 00.49.06.60  +40.19.40.82       29.2203633       29.9829288 
 00.49.12.57  +40.18.13.34       28.3386438       29.4599009 
 00.49.15.80  +40.17.25.95       27.8791416       28.7069237 
 00.49.16.25  +40.17.19.35       29.3462155       30.1522588 
 00.49.12.05  +40.18.20.88       29.6818263       30.4552613 
 00.49.05.61  +40.19.55.10       29.2693829       30.1732511 
 00.49.06.21  +40.19.46.32       29.1608308       30.5212156 
 00.49.06.53  +40.19.41.52       27.6398655       28.6959059 
 00.49.06.60  +40.19.40.53       28.3664568       29.2485862 
 00.49.09.15  +40.19.03.18       27.9301068       29.0622333 
 00.49.11.99  +40.18.21.57       29.4018263       30.1752613 
 00.49.12.80  +40.18.09.57       28.0096242       28.9895785 
 00.49.14.75  +40.17.41.16       28.5883873       30.0792054 
 00.49.08.13  +40.19.18.00       29.4206046       30.2592562 
 00.49.09.29  +40.19.01.09       29.0069394       30.0412410 
 00.49.13.93  +40.17.53.04       24.5649937       25.4362537 
 00.49.07.38  +40.19.29.02       30.2513437       30.8726065 
 00.49.10.70  +40.18.40.30       29.4549937       30.3262537 
 00.49.14.49  +40.17.44.76       28.3691416       29.1969237 
 00.49.08.39  +40.19.14.12       29.1371807       30.2475684 
 00.49.09.54  +40.18.57.31       28.2991264       29.5725557 
 00.49.16.41  +40.17.16.54       27.5406046       28.3792562 
 00.49.07.89  +40.19.21.42       28.7223090       29.6479161 
 00.49.07.91  +40.19.21.04       28.5662155       29.3722588 
 00.49.11.24  +40.18.32.33       30.0198807       30.6302740 
 00.49.14.44  +40.17.45.48       28.0766981       29.0349136 
 00.49.14.18  +40.17.49.15       28.6430329       29.7968983 
 00.49.14.32  +40.17.47.16       29.2149937       30.0862537 
 00.49.15.03  +40.17.36.77       29.0018112       30.2208932 
 00.49.15.83  +40.17.24.98       29.5491416       30.3769237 
 00.49.09.52  +40.18.57.45       28.6259590       29.8015633 
 00.49.16.16  +40.17.20.10       26.4066981       27.3649136 
 00.49.07.71  +40.19.23.91       28.1813285       29.2482384 
 00.49.15.47  +40.17.30.26       29.7391567       30.1212918 
 00.49.06.52  +40.19.41.25       27.1293829       28.0332511 
 00.49.10.57  +40.18.41.86       28.4196242       29.3995785 
 00.49.13.14  +40.18.04.29       29.2584025       30.3035735 
 00.49.12.32  +40.18.16.18       29.1664568       30.0485862 
 00.49.16.35  +40.17.17.15       29.2362003       30.4878907 
 00.49.08.59  +40.19.10.82       28.8384025       29.8835735 
 00.49.11.33  +40.18.30.63       30.4054764       31.4289085 
 00.49.06.15  +40.19.46.41       28.5974220       29.7838958 
 00.49.07.20  +40.19.31.06       28.8488851       30.0462283 
 00.49.15.65  +40.17.27.25       28.8488851       30.0462283 
 00.49.10.73  +40.18.39.32       25.1920676       26.0415887 
 00.49.13.67  +40.17.56.26       27.3266981       28.2849136 
 00.49.15.38  +40.17.31.17       28.3557177       29.4552359 
 00.49.15.07  +40.17.35.56       28.3271807       29.4375684 
 00.49.13.63  +40.17.56.64       29.6435307       30.5039212 
 00.49.15.10  +40.17.35.02       29.3332591       31.0088576 
 00.49.05.88  +40.19.50.01       28.6588851       29.8562283 
 00.49.08.07  +40.19.18.03       29.7723090       30.6979161 
 00.49.06.66  +40.19.38.58       28.5449786       29.8618856 
 00.49.14.98  +40.17.36.82       28.9774372       29.7182638 
 00.49.07.24  +40.19.30.06       28.7271807       29.8375684 
 00.49.06.33  +40.19.43.38       28.8057177       29.9052359 
 00.49.08.74  +40.19.08.11       29.9689002       30.7205963 
 00.49.11.27  +40.18.31.03       28.4391264       29.7125557 
 00.49.05.89  +40.19.49.79       28.6659590       29.8415633 
 00.49.11.87  +40.18.22.13       29.0647373       30.3055582 
 00.49.13.72  +40.17.55.02       28.1364568       29.0185862 
 00.49.07.02  +40.19.33.10       28.9825503       29.9842435 
 00.49.07.68  +40.19.23.56       26.0235307       26.8839212 
 00.49.12.03  +40.18.19.78       29.0749786       30.3918856 
 00.49.13.04  +40.18.04.98       26.6264568       27.5085862 
 00.49.07.05  +40.19.32.64       29.0322938       30.4035480 
 00.49.10.68  +40.18.39.40       29.4525503       30.4542435 
 00.49.09.19  +40.19.01.22       29.1735155       30.4795531 
 00.49.10.46  +40.18.42.64       28.4613285       29.5282384 
 00.49.13.01  +40.18.05.24       28.2986438       29.4199009 
 00.49.05.55  +40.19.54.48       28.8052351       29.7525811 
 00.49.08.00  +40.19.18.64       28.6923090       29.6179161 
 00.49.09.06  +40.19.03.14       28.3518112       29.5708932 
 00.49.12.05  +40.18.19.23       29.0169394       30.0512410 
 00.49.14.50  +40.17.43.44       26.1949937       27.0662537 
 00.49.07.12  +40.19.31.45       28.8654764       29.8889085 
 00.49.08.49  +40.19.11.41       28.4930329       29.6468983 
 00.49.14.10  +40.17.49.20       27.8359590       29.0115633 
 00.49.09.08  +40.19.02.72       28.7608459       29.6755836 
 00.49.15.13  +40.17.34.00       27.9725503       28.9742435 
 00.49.05.85  +40.19.49.95       27.0779198       27.9709187 
 00.49.07.05  +40.19.32.37       28.8159590       29.9915633 
 00.49.11.00  +40.18.34.55       28.3127916       29.3905709 
 00.49.11.79  +40.18.22.89       29.0084025       30.0535735 
 00.49.05.67  +40.19.52.51       27.8430329       28.9968983 
 00.49.15.82  +40.17.23.91       27.8886438       29.0099009 
 00.49.14.65  +40.17.41.03       28.7076634       29.9702232 
 00.49.06.84  +40.19.35.32       29.2571807       30.3675684 
 00.49.09.28  +40.18.59.55       28.8837720       29.8202486 
 00.49.12.43  +40.18.13.37       28.5374220       29.7238958 
 00.49.13.68  +40.17.55.13       29.4106046       30.2492562 
 00.49.07.60  +40.19.23.93       27.7618112       28.9808932 
 00.49.09.26  +40.18.59.60       28.4127916       29.4905709 
 00.49.15.54  +40.17.27.50       28.6727916       29.7505709 
 00.49.12.25  +40.18.15.66       28.3544960       29.5192308 
