# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Fri Mar  8 04:16:14 CET 2019
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: CFHT/Megacam <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
4.916e-05 9.929 0.8858156204 3.1053557396    0.832  2.382  3.7007  1.731    4 -1.186 0.252 -0.635 -1.150 -1.386 -1.483
4.916e-05 9.929 0.8858327270 3.1053619385    0.832  2.423  3.6985  1.681    4 -1.287 0.178 -0.724 -1.249 -1.489 -1.588
4.916e-05 9.929 0.8858484030 3.1053674221    0.832  2.463  3.6963  1.632    4 -1.388 0.105 -0.813 -1.347 -1.592 -1.694
4.916e-05 9.929 0.8858628273 3.1053724289    0.831  2.504  3.6941  1.582    4 -1.491 0.031 -0.903 -1.446 -1.696 -1.800
4.916e-05 9.929 0.8858758807 3.1053769588    0.831  2.545  3.6920  1.533    4 -1.592 -0.043 -0.993 -1.545 -1.799 -1.906
4.916e-05 9.929 0.8858876824 3.1053812504    0.831  2.586  3.6899  1.483    4 -1.694 -0.116 -1.082 -1.644 -1.903 -2.012
4.916e-05 9.929 0.8858983517 3.1053848267    0.830  2.626  3.6877  1.434    4 -1.795 -0.183 -1.168 -1.741 -2.005 -2.117
4.916e-05 9.929 0.8859083056 3.1053884029    0.830  2.666  3.6856  1.385    4 -1.896 -0.249 -1.254 -1.838 -2.107 -2.222
4.916e-05 9.929 0.8859177828 3.1053917408    0.830  2.706  3.6835  1.336    4 -1.996 -0.292 -1.336 -1.937 -2.211 -2.329
4.916e-05 9.929 0.8859269023 3.1053948402    0.829  2.747  3.6813  1.287    4 -2.097 -0.329 -1.416 -2.035 -2.316 -2.436
4.916e-05 9.929 0.8859357834 3.1053981781    0.829  2.787  3.6791  1.237    4 -2.199 -0.359 -1.495 -2.134 -2.422 -2.545
4.916e-05 9.929 0.8859441280 3.1054010391    0.828  2.829  3.6769  1.187    4 -2.302 -0.382 -1.572 -2.234 -2.529 -2.655
4.916e-05 9.929 0.8859514594 3.1054036617    0.827  2.869  3.6747  1.137    4 -2.403 -0.397 -1.645 -2.331 -2.634 -2.763
4.916e-05 9.929 0.8859581351 3.1054060459    0.827  2.911  3.6724  1.085    4 -2.509 -0.404 -1.718 -2.432 -2.743 -2.876
4.916e-05 9.929 0.8859637380 3.1054079533    0.826  2.953  3.6701  1.035    4 -2.611 -0.403 -1.786 -2.530 -2.850 -2.986
4.916e-05 9.929 0.8859685659 3.1054096222    0.826  2.992  3.6678  0.986    4 -2.710 -0.388 -1.846 -2.622 -2.952 -3.092
4.916e-05 9.929 0.8859733939 3.1054112911    0.825  3.033  3.6654  0.935    4 -2.812 -0.357 -1.902 -2.716 -3.058 -3.202
4.916e-05 9.929 0.8859780431 3.1054129601    0.824  3.077  3.6628  0.880    4 -2.923 -0.311 -1.957 -2.816 -3.173 -3.322
4.916e-05 9.929 0.8859819770 3.1054143906    0.823  3.153  3.6582  0.785    4 -3.112 -0.190 -2.031 -2.982 -3.368 -3.527
4.916e-05 9.929 0.8859822750 3.1054143906    0.823  3.179  3.6565  0.753    4 -3.177 -0.179 -2.064 -3.038 -3.432 -3.595
4.916e-05 9.929 0.8859828711 3.1054146290    0.823  3.180  3.6565  0.751    4 -3.180 -0.179 -2.065 -3.040 -3.435 -3.597
4.916e-05 9.929 0.8859831691 3.1054146290    0.823  3.130  3.6596  0.814    4 -3.055 -0.232 -2.011 -2.933 -3.310 -3.466
4.916e-05 9.929 0.8859832287 3.1054148674    0.823  3.136  3.6592  0.806    4 -3.071 -0.222 -2.018 -2.947 -3.326 -3.483
4.916e-05 9.929 0.8859832883 3.1054148674    0.823  3.105  3.6613  0.845    4 -2.992 -0.279 -1.989 -2.879 -3.245 -3.397
4.916e-05 9.929 0.8859833479 3.1054148674    0.823  3.098  3.6617  0.854    4 -2.974 -0.289 -1.981 -2.862 -3.226 -3.378
4.916e-05 9.929 0.8859834075 3.1054148674    0.823  3.100  3.6616  0.852    4 -2.980 -0.286 -1.983 -2.867 -3.232 -3.383
4.916e-05 9.929 0.8859834671 3.1054148674    0.823  3.090  3.6621  0.864    4 -2.955 -0.300 -1.973 -2.845 -3.206 -3.357
4.916e-05 9.929 0.8859835267 3.1054148674    0.823  3.081  3.6627  0.875    4 -2.932 -0.312 -1.962 -2.824 -3.182 -3.331
4.916e-05 9.929 0.8859839439 3.1054151058    0.823  3.071  3.6633  0.888    4 -2.907 -0.326 -1.952 -2.803 -3.157 -3.305
4.916e-05 9.929 0.8859842420 3.1054151058    0.823  3.093  3.6620  0.860    4 -2.963 -0.297 -1.977 -2.852 -3.214 -3.365
4.916e-05 9.929 0.8859844804 3.1054151058    0.823  3.135  3.6594  0.808    4 -3.068 -0.229 -2.018 -2.944 -3.322 -3.479
4.916e-05 9.929 0.8859847188 3.1054153442    0.822  3.177  3.6567  0.755    4 -3.173 -0.183 -2.063 -3.034 -3.428 -3.590
4.916e-05 9.929 0.8859850168 3.1054153442    0.822  3.217  3.6542  0.705    4 -3.272 -0.170 -2.113 -3.119 -3.526 -3.693
4.916e-05 9.929 0.8859854341 3.1054155827    0.822  3.263  3.6512  0.647    4 -3.388 -0.154 -2.170 -3.216 -3.639 -3.813
4.916e-05 9.929 0.8859861493 3.1054158211    0.822  3.286  3.6497  0.618    4 -3.444 -0.144 -2.197 -3.264 -3.694 -3.871
4.916e-05 9.929 0.8859871030 3.1054160595    0.821  3.292  3.6493  0.610    4 -3.459 -0.143 -2.205 -3.276 -3.709 -3.887
4.916e-05 9.929 0.8859871626 3.1054160595    0.821  3.289  3.6495  0.613    4 -3.453 -0.144 -2.202 -3.271 -3.703 -3.881
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
4.916e-05 9.978 0.1000000015 1.5704020262    0.100 -2.675  3.6072  5.494    0 11.458 14.434 12.712 11.681 11.209 10.995
4.916e-05 9.978 0.1199999973 1.7478251457    0.120 -2.338  3.6361  5.351    0 10.615 13.055 11.617 10.760 10.360 10.183
4.916e-05 9.978 0.1400000006 1.8958495855    0.140 -2.154  3.6469  5.277    0 10.155 12.421 11.074 10.271 9.896 9.733
4.916e-05 9.978 0.1599999964 2.0211524963    0.160 -2.012  3.6536  5.221    0 9.801 11.964 10.672 9.900 9.541 9.386
4.916e-05 9.978 0.2000000030 2.2217822075    0.200 -1.803  3.6623  5.144    0 9.278 11.311 10.090 9.357 9.017 8.872
4.916e-05 9.978 0.2500000000 2.4080901146    0.250 -1.617  3.6697  5.084    0 8.814 10.739 9.577 8.876 8.552 8.417
4.916e-05 9.978 0.3000000417 2.5475041866    0.300 -1.476  3.6755  5.046    0 8.461 10.307 9.189 8.512 8.201 8.073
4.916e-05 9.978 0.3499999940 2.6555202007    0.350 -1.361  3.6805  5.018    0 8.173 9.951 8.870 8.215 7.915 7.792
4.916e-05 9.978 0.4000000060 2.7413372993    0.400 -1.262  3.6850  4.994    0 7.926 9.645 8.596 7.960 7.669 7.552
4.916e-05 9.978 0.4344661832 2.7908215523    0.434 -1.181  3.6893  4.966    0 7.722 9.385 8.368 7.749 7.468 7.356
4.916e-05 9.978 0.4499999881 2.8109800816    0.450 -1.144  3.6912  4.951    0 7.629 9.268 8.265 7.654 7.377 7.267
4.916e-05 9.978 0.4643149376 2.8285262585    0.464 -1.103  3.6941  4.936    0 7.527 9.130 8.146 7.547 7.277 7.170
4.916e-05 9.978 0.5000000000 2.8684780598    0.500 -1.003  3.7013  4.898    0 7.278 8.794 7.860 7.290 7.035 6.937
4.916e-05 9.978 0.5054574013 2.8741567135    0.506 -0.984  3.7029  4.889    0 7.230 8.727 7.804 7.240 6.989 6.892
4.916e-05 9.978 0.5308868289 2.8992061615    0.531 -0.894  3.7103  4.850    0 7.006 8.418 7.543 7.009 6.773 6.684
4.916e-05 9.978 0.5500000119 2.9166350365    0.550 -0.827  3.7158  4.820    0 6.836 8.191 7.349 6.836 6.611 6.529
4.916e-05 9.978 0.5544135571 2.9205031395    0.554 -0.810  3.7175  4.813    0 6.795 8.132 7.300 6.793 6.572 6.491
4.916e-05 9.978 0.5733095407 2.9364473820    0.573 -0.739  3.7246  4.786    0 6.619 7.886 7.093 6.612 6.405 6.333
4.916e-05 9.978 0.5972858667 2.9553465843    0.597 -0.650  3.7337  4.751    0 6.396 7.580 6.835 6.386 6.197 6.134
4.916e-05 9.978 0.6000000238 2.9573988914    0.600 -0.640  3.7347  4.747    0 6.370 7.546 6.806 6.361 6.173 6.111
4.916e-05 9.978 0.6170681119 2.9699258804    0.617 -0.572  3.7426  4.722    0 6.200 7.311 6.608 6.190 6.017 5.963
4.916e-05 9.978 0.6343672872 2.9819912910    0.634 -0.502  3.7506  4.697    0 6.026 7.076 6.408 6.018 5.861 5.815
4.916e-05 9.978 0.6493664384 2.9919576645    0.649 -0.442  3.7577  4.675    0 5.874 6.874 6.236 5.871 5.727 5.688
4.916e-05 9.978 0.6499999762 2.9923686981    0.650 -0.439  3.7580  4.674    0 5.868 6.865 6.229 5.864 5.721 5.682
4.916e-05 9.978 0.6625648737 3.0003652573    0.663 -0.387  3.7640  4.654    0 5.737 6.697 6.083 5.738 5.606 5.573
4.916e-05 9.978 0.6786863804 3.0102047920    0.679 -0.319  3.7716  4.627    0 5.568 6.484 5.896 5.576 5.456 5.431
4.916e-05 9.978 0.6936441064 3.0189371109    0.694 -0.255  3.7784  4.600    0 5.409 6.291 5.723 5.423 5.315 5.295
4.916e-05 9.978 0.6999999881 3.0225379467    0.700 -0.228  3.7813  4.588    0 5.340 6.208 5.648 5.357 5.254 5.236
4.916e-05 9.978 0.7075459361 3.0267317295    0.707 -0.195  3.7846  4.573    0 5.257 6.110 5.558 5.278 5.180 5.166
4.916e-05 9.978 0.7203816175 3.0336697102    0.720 -0.137  3.7902  4.545    0 5.112 5.940 5.401 5.140 5.052 5.043
4.916e-05 9.978 0.7321717143 3.0398344994    0.732 -0.082  3.7953  4.518    0 4.975 5.783 5.253 5.008 4.929 4.925
4.916e-05 9.978 0.7432499528 3.0454540253    0.743 -0.028  3.8001  4.490    0 4.841 5.630 5.109 4.878 4.808 4.809
4.916e-05 9.978 0.7500000000 3.0487992764    0.750  0.005  3.8030  4.472    0 4.757 5.537 5.018 4.797 4.731 4.735
4.916e-05 9.978 0.7585120797 3.0529353619    0.758  0.049  3.8068  4.448    0 4.648 5.415 4.901 4.691 4.632 4.640
4.916e-05 9.978 0.7684630156 3.0576579571    0.768  0.102  3.8113  4.418    0 4.514 5.267 4.755 4.560 4.509 4.521
4.916e-05 9.978 0.7771767974 3.0616970062    0.777  0.152  3.8153  4.389    0 4.389 5.131 4.621 4.437 4.393 4.409
4.916e-05 9.978 0.7855226398 3.0654840469    0.785  0.203  3.8191  4.358    0 4.262 4.993 4.483 4.310 4.273 4.293
4.916e-05 9.978 0.7933271527 3.0689556599    0.793  0.255  3.8227  4.325    0 4.134 4.856 4.345 4.183 4.152 4.175
4.916e-05 9.978 0.8000000119 3.0718705654    0.799  0.302  3.8256  4.294    0 4.016 4.730 4.219 4.066 4.040 4.066
4.916e-05 9.978 0.8041426539 3.0736553669    0.803  0.332  3.8276  4.273    0 3.940 4.649 4.138 3.990 3.968 3.996
4.916e-05 9.978 0.8130467534 3.0774285793    0.812  0.403  3.8315  4.223    0 3.762 4.461 3.947 3.812 3.798 3.830
4.916e-05 9.978 0.8191313744 3.0799586773    0.818  0.455  3.8338  4.183    0 3.633 4.326 3.810 3.682 3.672 3.706
4.916e-05 9.978 0.8258756995 3.0827183723    0.825  0.517  3.8355  4.131    0 3.478 4.166 3.647 3.525 3.520 3.555
4.916e-05 9.978 0.8272221684 3.0832638741    0.826  0.530  3.8356  4.119    0 3.444 4.131 3.612 3.491 3.486 3.522
4.916e-05 9.978 0.8279756904 3.0835683346    0.827  0.538  3.8356  4.111    0 3.424 4.111 3.591 3.471 3.466 3.502
4.916e-05 9.978 0.8322145343 3.0852704048    0.831  0.587  3.8345  4.061    0 3.303 3.992 3.470 3.348 3.342 3.377
4.916e-05 9.978 0.8362601995 3.0868785381    0.835  0.640  3.8306  3.994    0 3.169 3.867 3.341 3.210 3.198 3.230
4.916e-05 9.978 0.8369765282 3.0871617794    0.835  0.651  3.8296  3.980    0 3.143 3.843 3.316 3.183 3.170 3.200
4.916e-05 9.978 0.8376328945 3.0874207020    0.836  0.661  3.8281  3.963    0 3.117 3.820 3.292 3.156 3.140 3.169
4.916e-05 9.978 0.8398376703 3.0882873535    0.838  0.699  3.8216  3.901    0 3.022 3.741 3.209 3.056 3.030 3.053
4.916e-05 9.978 0.8415172100 3.0889444351    0.840  0.733  3.8136  3.836    0 2.938 3.679 3.142 2.969 2.930 2.945
4.916e-05 9.978 0.8428275585 3.0894553661    0.841  0.763  3.8043  3.769    0 2.863 3.633 3.088 2.888 2.833 2.839
4.916e-05 9.978 0.8438812494 3.0898649693    0.842  0.791  3.7938  3.700    0 2.793 3.601 3.043 2.813 2.739 2.736
4.916e-05 9.978 0.8447585702 3.0902051926    0.843  0.817  3.7829  3.630    0 2.728 3.580 3.006 2.743 2.651 2.638
4.916e-05 9.978 0.8455227613 3.0905008316    0.844  0.841  3.7723  3.564    0 2.666 3.565 2.972 2.678 2.568 2.545
4.916e-05 9.978 0.8462276459 3.0907733440    0.844  0.867  3.7630  3.501    0 2.602 3.547 2.933 2.612 2.486 2.454
4.916e-05 9.978 0.8469350338 3.0910460949    0.845  0.901  3.7547  3.435    0 2.518 3.510 2.873 2.526 2.386 2.345
4.916e-05 9.978 0.8474882245 3.0912592411    0.845  0.936  3.7494  3.378    0 2.429 3.454 2.800 2.436 2.287 2.241
4.916e-05 9.978 0.8480356336 3.0914697647    0.846  0.980  3.7451  3.318    0 2.321 3.373 2.705 2.328 2.171 2.121
4.916e-05 9.978 0.8481163979 3.0915007591    0.846  0.987  3.7446  3.309    0 2.302 3.358 2.689 2.309 2.152 2.101
4.916e-05 9.978 0.8485603333 3.0916712284    0.846  1.029  3.7422  3.257    0 2.197 3.269 2.591 2.205 2.042 1.990
4.916e-05 9.978 0.8490508795 3.0918593407    0.847  1.079  3.7397  3.198    0 2.073 3.161 2.475 2.081 1.915 1.859
4.916e-05 9.978 0.8494650126 3.0920181274    0.847  1.123  3.7379  3.146    0 1.962 3.062 2.370 1.971 1.801 1.744
4.916e-05 9.978 0.8498638868 3.0921707153    0.847  1.169  3.7362  3.094    0 1.848 2.960 2.262 1.858 1.686 1.627
4.916e-05 9.978 0.8500000238 3.0922229290    0.848  1.185  3.7356  3.075    0 1.807 2.923 2.222 1.817 1.644 1.584
4.916e-05 9.978 0.8502368331 3.0923135281    0.848  1.214  3.7346  3.043    0 1.736 2.858 2.155 1.747 1.572 1.511
4.916e-05 9.978 0.8505891562 3.0924479961    0.848  1.259  3.7331  2.992    0 1.622 2.755 2.046 1.635 1.457 1.395
4.916e-05 9.978 0.8509418368 3.0925827026    0.848  1.308  3.7316  2.937    0 1.501 2.644 1.929 1.514 1.333 1.270
4.916e-05 9.978 0.8512466550 3.0926990509    0.848  1.353  3.7300  2.886    0 1.387 2.541 1.821 1.401 1.218 1.153
4.916e-05 9.978 0.8515465856 3.0928134918    0.849  1.401  3.7285  2.831    0 1.267 2.433 1.705 1.281 1.096 1.029
4.916e-05 9.978 0.8518188596 3.0929172039    0.849  1.449  3.7271  2.778    0 1.148 2.325 1.592 1.164 0.976 0.908
4.916e-05 9.978 0.8520652652 3.0930109024    0.849  1.495  3.7255  2.726    0 1.032 2.220 1.481 1.048 0.858 0.788
4.916e-05 9.978 0.8522899151 3.0930964947    0.849  1.541  3.7240  2.673    0 0.916 2.117 1.371 0.934 0.741 0.669
4.916e-05 9.978 0.8525022268 3.0931770802    0.849  1.589  3.7225  2.620    0 0.797 2.009 1.257 0.817 0.621 0.548
4.916e-05 9.978 0.8526919484 3.0932493210    0.849  1.635  3.7209  2.567    0 0.682 1.905 1.147 0.702 0.504 0.429
4.916e-05 9.978 0.8528620601 3.0933139324    0.849  1.680  3.7193  2.516    0 0.570 1.805 1.041 0.591 0.391 0.314
4.916e-05 9.978 0.8530214429 3.0933744907    0.849  1.726  3.7178  2.464    0 0.454 1.704 0.932 0.477 0.274 0.195
4.916e-05 9.978 0.8531631231 3.0934281349    0.849  1.771  3.7162  2.413    0 0.343 1.608 0.827 0.367 0.160 0.080
4.916e-05 9.978 0.8532953262 3.0934784412    0.849  1.816  3.7145  2.361    0 0.230 1.511 0.721 0.255 0.046 -0.036
4.916e-05 9.978 0.8534182906 3.0935251713    0.848  1.862  3.7129  2.309    0 0.116 1.413 0.614 0.143 -0.070 -0.154
4.916e-05 9.978 0.8535311222 3.0935678482    0.848  1.907  3.7113  2.257    0 0.003 1.315 0.507 0.031 -0.185 -0.270
4.916e-05 9.978 0.8536337018 3.0936067104    0.848  1.951  3.7095  2.205    0 -0.108 1.221 0.403 -0.079 -0.298 -0.385
4.916e-05 9.978 0.8537296057 3.0936431885    0.848  1.997  3.7079  2.153    0 -0.221 1.126 0.298 -0.191 -0.413 -0.502
4.916e-05 9.978 0.8538171649 3.0936763287    0.847  2.042  3.7062  2.101    0 -0.334 1.031 0.193 -0.301 -0.527 -0.617
4.916e-05 9.978 0.8538947701 3.0937056541    0.847  2.085  3.7045  2.051    0 -0.442 0.942 0.093 -0.407 -0.636 -0.729
4.916e-05 9.978 0.8539663553 3.0937328339    0.847  2.128  3.7028  2.000    0 -0.551 0.850 -0.008 -0.515 -0.747 -0.841
4.916e-05 9.978 0.8540334702 3.0937583447    0.846  2.173  3.7011  1.949    0 -0.662 0.760 -0.110 -0.624 -0.859 -0.956
4.916e-05 9.978 0.8540937304 3.0937812328    0.846  2.215  3.6993  1.899    0 -0.768 0.676 -0.207 -0.728 -0.967 -1.066
4.916e-05 9.978 0.8541541696 3.0938041210    0.845  2.260  3.6976  1.847    0 -0.880 0.587 -0.310 -0.838 -1.081 -1.181
4.916e-05 9.978 0.8542175889 3.0938279629    0.844  2.302  3.6959  1.798    0 -0.986 0.504 -0.406 -0.942 -1.188 -1.290
4.916e-05 9.978 0.8542507887 3.0938405991    0.844  2.313  3.6955  1.785    0 -1.013 0.481 -0.431 -0.969 -1.216 -1.319
4.916e-05 9.978 0.8542875051 3.0938544273    0.844  2.301  3.6962  1.800    0 -0.983 0.502 -0.406 -0.940 -1.185 -1.287
4.916e-05 9.978 0.8543061018 3.0938615799    0.843  2.319  3.6955  1.779    0 -1.027 0.468 -0.445 -0.983 -1.230 -1.333
4.916e-05 9.978 0.8543461561 3.0938766003    0.843  2.359  3.6937  1.732    0 -1.127 0.390 -0.536 -1.081 -1.332 -1.437
4.916e-05 9.978 0.8543859124 3.0938918591    0.842  2.401  3.6921  1.683    0 -1.232 0.307 -0.632 -1.184 -1.438 -1.545
4.916e-05 9.978 0.8544209003 3.0939049721    0.841  2.440  3.6903  1.636    0 -1.331 0.232 -0.720 -1.279 -1.537 -1.646
4.916e-05 9.978 0.8544544578 3.0939176083    0.841  2.481  3.6886  1.588    0 -1.431 0.157 -0.810 -1.377 -1.639 -1.750
4.916e-05 9.978 0.8544844985 3.0939290524    0.840  2.519  3.6869  1.543    0 -1.528 0.085 -0.896 -1.471 -1.737 -1.850
4.916e-05 9.978 0.8545128703 3.0939397812    0.839  2.558  3.6851  1.496    0 -1.625 0.020 -0.981 -1.566 -1.835 -1.950
4.916e-05 9.978 0.8545404077 3.0939502716    0.838  2.598  3.6834  1.448    0 -1.726 -0.033 -1.067 -1.665 -1.939 -2.056
4.916e-05 9.978 0.8545638323 3.0939590931    0.837  2.635  3.6817  1.405    0 -1.817 -0.078 -1.143 -1.754 -2.033 -2.152
4.916e-05 9.978 0.8545866609 3.0939676762    0.836  2.672  3.6799  1.360    0 -1.911 -0.117 -1.220 -1.847 -2.131 -2.252
4.916e-05 9.978 0.8546075225 3.0939755440    0.835  2.709  3.6783  1.316    0 -2.003 -0.152 -1.293 -1.937 -2.226 -2.349
4.916e-05 9.978 0.8546265364 3.0939826965    0.834  2.745  3.6768  1.273    0 -2.092 -0.188 -1.365 -2.024 -2.318 -2.443
4.916e-05 9.978 0.8546454906 3.0939900875    0.833  2.783  3.6748  1.227    0 -2.187 -0.206 -1.434 -2.115 -2.415 -2.544
4.916e-05 9.978 0.8546653986 3.0939974785    0.831  2.825  3.6728  1.176    0 -2.293 -0.232 -1.515 -2.217 -2.525 -2.656
4.916e-05 9.978 0.8546813726 3.0940034389    0.829  2.862  3.6710  1.131    0 -2.384 -0.242 -1.579 -2.304 -2.619 -2.753
4.916e-05 9.978 0.8546981812 3.0940098763    0.828  2.902  3.6689  1.081    0 -2.485 -0.247 -1.649 -2.401 -2.724 -2.862
4.916e-05 9.978 0.8547122478 3.0940151215    0.826  2.939  3.6673  1.037    0 -2.577 -0.254 -1.711 -2.487 -2.818 -2.958
4.916e-05 9.978 0.8547264338 3.0940206051    0.824  2.978  3.6652  0.989    0 -2.674 -0.239 -1.770 -2.578 -2.918 -3.062
4.916e-05 9.978 0.8547383547 3.0940251350    0.822  3.012  3.6634  0.946    0 -2.761 -0.219 -1.819 -2.658 -3.008 -3.155
4.916e-05 9.978 0.8547506332 3.0940296650    0.819  3.050  3.6615  0.899    0 -2.855 -0.190 -1.869 -2.744 -3.105 -3.257
4.916e-05 9.978 0.8547610044 3.0940337181    0.817  3.083  3.6596  0.857    0 -2.938 -0.144 -1.905 -2.817 -3.191 -3.347
4.916e-05 9.978 0.8547715545 3.0940377712    0.814  3.119  3.6578  0.813    0 -3.028 -0.110 -1.948 -2.897 -3.282 -3.442
4.916e-05 9.978 0.8547823429 3.0940418243    0.811  3.158  3.6555  0.763    0 -3.126 -0.105 -2.001 -2.981 -3.379 -3.543
4.916e-05 9.978 0.8547918200 3.0940454006    0.808  3.194  3.6536  0.718    0 -3.215 -0.107 -2.052 -3.059 -3.467 -3.635
4.916e-05 9.978 0.8548013568 3.0940489769    0.804  3.229  3.6518  0.674    0 -3.303 -0.107 -2.101 -3.135 -3.554 -3.726
4.916e-05 9.978 0.8548045158 3.0940501690    0.803  1.719  3.8775  3.085    4 0.472 0.992 0.438 0.496 0.601 0.661
4.916e-05 9.978 0.8548054695 3.0940504074    0.803  1.725  3.8712  3.055    4 0.457 0.994 0.436 0.474 0.567 0.623
4.916e-05 9.978 0.8548144102 3.0940537453    0.803  1.730  3.8661  3.029    4 0.444 0.994 0.432 0.455 0.538 0.591
4.916e-05 9.978 0.8548753858 3.0940768719    0.803  1.742  3.8595  2.991    4 0.416 0.983 0.418 0.420 0.490 0.539
4.916e-05 9.978 0.8549392819 3.0941009521    0.803  1.743  3.8598  2.991    4 0.413 0.980 0.415 0.418 0.488 0.538
4.916e-05 9.978 0.8550034761 3.0941252708    0.803  1.743  3.8606  2.994    4 0.412 0.976 0.412 0.417 0.489 0.539
4.916e-05 9.978 0.8550676703 3.0941495895    0.803  1.743  3.8614  2.997    4 0.411 0.973 0.409 0.417 0.491 0.541
4.916e-05 9.978 0.8551324010 3.0941741467    0.803  1.744  3.8622  3.000    4 0.411 0.970 0.406 0.417 0.493 0.543
4.916e-05 9.978 0.8551974297 3.0941987038    0.803  1.744  3.8630  3.003    4 0.410 0.968 0.404 0.417 0.494 0.545
4.916e-05 9.978 0.8552572727 3.0942211151    0.803  1.744  3.8635  3.005    4 0.410 0.965 0.402 0.417 0.495 0.547
4.916e-05 9.978 0.8553171754 3.0942437649    0.803  1.744  3.8640  3.006    4 0.409 0.964 0.401 0.417 0.496 0.548
4.916e-05 9.978 0.8553779125 3.0942668915    0.803  1.745  3.8642  3.007    4 0.408 0.962 0.399 0.416 0.496 0.547
4.916e-05 9.978 0.8554397821 3.0942902565    0.803  1.745  3.8640  3.005    4 0.406 0.961 0.398 0.415 0.494 0.545
4.916e-05 9.978 0.8555003405 3.0943129063    0.803  1.746  3.8634  3.002    4 0.404 0.961 0.397 0.412 0.490 0.541
4.916e-05 9.978 0.8555617929 3.0943362713    0.803  1.747  3.8623  2.997    4 0.402 0.961 0.397 0.408 0.484 0.535
4.916e-05 9.978 0.8556213975 3.0943586826    0.803  1.748  3.8609  2.990    4 0.399 0.962 0.397 0.404 0.477 0.527
4.916e-05 9.978 0.8556281328 3.0943613052    0.803  1.749  3.8607  2.989    4 0.399 0.962 0.397 0.404 0.476 0.526
4.916e-05 9.978 0.8556358218 3.0943641663    0.803  1.749  3.8605  2.988    4 0.398 0.962 0.397 0.403 0.475 0.524
4.916e-05 9.978 0.8556939363 3.0943861008    0.803  1.750  3.8583  2.978    4 0.394 0.964 0.399 0.398 0.465 0.513
4.916e-05 9.978 0.8557546139 3.0944089890    0.803  1.752  3.8555  2.965    4 0.390 0.967 0.401 0.391 0.453 0.499
4.916e-05 9.978 0.8558118939 3.0944306850    0.803  1.754  3.8524  2.950    4 0.385 0.970 0.403 0.384 0.440 0.484
4.916e-05 9.978 0.8558683991 3.0944519043    0.803  1.756  3.8488  2.934    4 0.379 0.975 0.406 0.377 0.425 0.467
4.916e-05 9.978 0.8559256196 3.0944733620    0.803  1.759  3.8445  2.913    4 0.372 0.981 0.411 0.368 0.408 0.446
4.916e-05 9.978 0.8559848070 3.0944957733    0.803  1.762  3.8393  2.889    4 0.364 0.988 0.416 0.357 0.387 0.421
4.916e-05 9.978 0.8560441732 3.0945181847    0.803  1.766  3.8336  2.863    4 0.355 0.997 0.422 0.346 0.365 0.395
4.916e-05 9.978 0.8560549617 3.0945222378    0.803  1.767  3.8325  2.858    4 0.354 0.998 0.423 0.344 0.361 0.390
4.916e-05 9.978 0.8561123013 3.0945439339    0.803  1.770  3.8264  2.830    4 0.344 1.008 0.431 0.333 0.337 0.362
4.916e-05 9.978 0.8561729789 3.0945668221    0.803  1.775  3.8197  2.799    4 0.334 1.021 0.439 0.321 0.312 0.331
4.916e-05 9.978 0.8562330008 3.0945892334    0.803  1.779  3.8123  2.765    4 0.322 1.035 0.449 0.308 0.285 0.298
4.916e-05 9.978 0.8562945127 3.0946125984    0.803  1.784  3.8045  2.728    4 0.309 1.054 0.462 0.295 0.257 0.264
4.916e-05 9.978 0.8563532829 3.0946347713    0.803  1.790  3.7968  2.692    4 0.296 1.073 0.475 0.282 0.229 0.229
4.916e-05 9.978 0.8564119935 3.0946567059    0.803  1.795  3.7892  2.656    4 0.281 1.091 0.486 0.269 0.201 0.194
4.916e-05 9.978 0.8564699888 3.0946786404    0.803  1.802  3.7829  2.625    4 0.266 1.105 0.492 0.255 0.175 0.162
4.916e-05 9.978 0.8565288782 3.0947008133    0.803  1.808  3.7776  2.597    4 0.250 1.115 0.495 0.240 0.150 0.133
4.916e-05 9.978 0.8565875292 3.0947229862    0.803  1.814  3.7739  2.577    4 0.236 1.119 0.493 0.227 0.130 0.109
4.916e-05 9.978 0.8566035628 3.0947289467    0.803  1.814  3.7740  2.577    4 0.235 1.117 0.492 0.226 0.130 0.109
4.916e-05 9.978 0.8566340208 3.0947403908    0.803  1.815  3.7743  2.577    4 0.233 1.114 0.489 0.224 0.128 0.108
4.916e-05 9.978 0.8566942811 3.0947630405    0.803  1.823  3.7686  2.545    4 0.212 1.122 0.487 0.205 0.098 0.072
